title,image,Type,Episodes,Status,Premiered,Released_Season,Released_Year,Genres,Themes,Studios,Producers,Demographic,Rating,Score,Ranked,Popularity,Members,Favorites
Aru Majo ga Shinu Made,https://cdn.myanimelist.net/images/anime/1620/148221.jpg,TV,12,Finished Airing,Spring 2025,Spring,2025.0,"Adventure, Drama, Fantasy",,EMT Squared,"AT-X, flying DOG, Glovision, Kadokawa",,PG-13 - Teens 13 or older,7.35,2659.0,3415.0,51691.0,136.0
Bad Girl,https://cdn.myanimelist.net/images/anime/1672/148848.jpg,TV,12,Finished Airing,Summer 2025,Summer,2025.0,Comedy,"CGDCT, School",Bridge,"Movic, KlockWorx, Asmik Ace, Houbunsha, King Records",,PG-13 - Teens 13 or older,7.08,4143.0,4450.0,30824.0,92.0
Wind Breaker Season 2,https://cdn.myanimelist.net/images/anime/1526/148873.jpg,TV,12,Finished Airing,Spring 2025,Spring,2025.0,Action,"Delinquents, School",CloverWorks,"Aniplex, Mainichi Broadcasting System, Kodansha, Tohan Corporation, Aiming",,PG-13 - Teens 13 or older,7.64,1517.0,1338.0,201163.0,1074.0
Kowloon Generic Romance,https://cdn.myanimelist.net/images/anime/1719/150050.jpg,TV,13,Finished Airing,Spring 2025,Spring,2025.0,"Mystery, Romance, Sci-Fi","Adult Cast, Workplace",Arvo Animation,"TV Tokyo, Lantis, Magic Capsule, Shueisha, JR East Marketing & Communications, Bandai Namco Filmworks, Bandai Namco Music Live",Seinen,PG-13 - Teens 13 or older,7.36,2616.0,1809.0,140589.0,506.0
Rock wa Lady no Tashinami deshite,https://cdn.myanimelist.net/images/anime/1781/150071.jpg,TV,13,Finished Airing,Spring 2025,Spring,2025.0,Comedy,"Music, School",Bandai Namco Pictures,"Shochiku, Pony Canyon, Hakusensha, Movic, Studio Mausu, Rakuten, Bandai Namco Music Live",Seinen,PG-13 - Teens 13 or older,7.9,869.0,2848.0,71670.0,473.0
Game Center Shoujo to Ibunka Kouryuu,https://cdn.myanimelist.net/images/anime/1943/149719.jpg,TV,12,Finished Airing,Summer 2025,Summer,2025.0,"Comedy, Romance",Love Status Quo,Nomad,"AT-X, NTT Docomo, Kadokawa, BS Asahi, Taito",,PG-13 - Teens 13 or older,6.67,6311.0,4245.0,34246.0,82.0
Tsuyokute New Saga,https://cdn.myanimelist.net/images/anime/1170/147753.jpg,TV,12,Finished Airing,Summer 2025,Summer,2025.0,"Adventure, Fantasy",Time Travel,"Sotsu, Studio Clutch","Toei Video, KlockWorx, Bushiroad, Tokyo MX, ABC Animation, Exa International, Bit grooove promotion, Pia, NetEase, Bandai Namco Music Live, AlphaPolis",,PG-13 - Teens 13 or older,6.56,6931.0,2875.0,70727.0,151.0
Around 40 Otoko no Isekai Tsuuhan,https://cdn.myanimelist.net/images/anime/1887/146512.jpg,TV,13,Finished Airing,Winter 2025,Winter,2025.0,Fantasy,"Harem, Isekai",East Fish Studio,"AT-X, Docomo Anime Store, Kansai TV, Jinnan Studio, Kadokawa, AniTone",Shounen,PG-13 - Teens 13 or older,6.35,8205.0,2510.0,88145.0,203.0
Turkey!,https://cdn.myanimelist.net/images/anime/1977/150952.jpg,TV,12,Finished Airing,Summer 2025,Summer,2025.0,Sports,"Historical, Time Travel",Bakken Record,"Tatsunoko Production, Pony Canyon, Nippon Television Network, BS NTV, Sonilude, Television Shinshu Enterprise",,PG-13 - Teens 13 or older,6.53,7104.0,5464.0,19064.0,46.0
Jibaku Shounen Hanako-kun 2,https://cdn.myanimelist.net/images/anime/1878/146291.jpg,TV,12,Finished Airing,Winter 2025,Winter,2025.0,Supernatural,School,Lerche,"Square Enix, Studio Hibari, Pony Canyon, TBS, Movic, Half H.P Studio, Crunchyroll, Contents Seed, Gloria",Shounen,PG-13 - Teens 13 or older,7.93,802.0,2461.0,91197.0,660.0
Unnamed Memory Act.2,https://cdn.myanimelist.net/images/anime/1137/147179.jpg,TV,12,Finished Airing,Winter 2025,Winter,2025.0,"Adventure, Fantasy, Romance",,ENGI,"AT-X, Glovision, Sammy, Tencent Japan, Kadokawa, Heart Company, Bandai Namco Music Live",,PG-13 - Teens 13 or older,7.12,3948.0,3216.0,57245.0,314.0
Sentai Red Isekai de Boukensha ni Naru,https://cdn.myanimelist.net/images/anime/1390/146918.jpg,TV,12,Finished Airing,Winter 2025,Winter,2025.0,"Action, Adventure, Comedy, Fantasy",Isekai,Satelight,"Square Enix, AT-X, Nippon Columbia, Tohokushinsha Film Corporation, TV Aichi, BS11, Kadokawa",Shounen,PG-13 - Teens 13 or older,6.78,5647.0,3107.0,61409.0,196.0
Chitose-kun wa Ramune Bin no Naka,https://cdn.myanimelist.net/images/anime/1015/151233.jpg,TV,13,Currently Airing,Fall 2025,Fall,2025.0,"Comedy, Romance","Harem, School",feel.,"Square Enix, AT-X, Studio Mausu, Tokyo MX, Good Smile Company, BS11, Shogakukan, Kadokawa Media House, Kadokawa, NewGin, Good Smile Film, Studio Tenjin, REMOW",,PG-13 - Teens 13 or older,7.23,3279.0,3735.0,44227.0,140.0
"Bye Bye, Earth 2nd Season",https://cdn.myanimelist.net/images/anime/1538/147930.jpg,TV,10,Finished Airing,Spring 2025,Spring,2025.0,"Action, Adventure, Fantasy",Anthropomorphic,LIDENFILMS,"Sony Pictures Entertainment, WOWOW, Crunchyroll",,PG-13 - Teens 13 or older,6.17,9302.0,5177.0,21780.0,62.0
Chotto dake Ai ga Omoi Dark Elf ga Isekai kara Oikaketekita,https://cdn.myanimelist.net/images/anime/1192/148314.jpg,TV,12,Finished Airing,Spring 2025,Spring,2025.0,"Comedy, Supernatural, Ecchi",,Elias,"WWWave, Deregula",,R+ - Mild Nudity,5.52,12502.0,3975.0,39227.0,122.0
#Compass 2.0: Sentou Setsuri Kaiseki System,https://cdn.myanimelist.net/images/anime/1678/148543.jpg,TV,12,Finished Airing,Spring 2025,Spring,2025.0,Action,Video Game,Lay-duce,"Dwango, Kadokawa, NHN PlayArt",,PG-13 - Teens 13 or older,5.84,11111.0,6773.0,10955.0,36.0
Kono Kaisha ni Suki na Hito ga Imasu,https://cdn.myanimelist.net/images/anime/1123/146384.jpg,TV,12,Finished Airing,Winter 2025,Winter,2025.0,"Comedy, Romance","Adult Cast, Workplace",Blade,"VAP, Imagin, Nippon Columbia, KlockWorx, BS Fuji, Tokyo MX, bilibili, INSPION Edge",Seinen,PG-13 - Teens 13 or older,7.52,1979.0,2029.0,121528.0,511.0
Maebashi Witches,https://cdn.myanimelist.net/images/anime/1907/148540.jpg,TV,12,Finished Airing,Spring 2025,Spring,2025.0,"Drama, Fantasy",,Sunrise,"Asmik Ace, BS11, Kadokawa, Tohan Corporation, Bushiroad Move, Bandai Namco Filmworks, Bandai Namco Music Live, Koshidaka Holdings",,PG-13 - Teens 13 or older,7.03,4388.0,6474.0,12231.0,46.0
"A-Rank Party wo Ridatsu shita Ore wa, Moto Oshiego-tachi to Meikyuu Shinbu wo Mezasu.",https://cdn.myanimelist.net/images/anime/1897/149800.jpg,TV,24,Finished Airing,Winter 2025,Winter,2025.0,"Action, Adventure, Fantasy, Romance",Harem,Bandai Namco Pictures,"Lantis, Kodansha, Nippon Television Network, Sammy, Crunchyroll, ADK Marketing Solutions, Bandai Namco Filmworks, Bandai Namco Music Live, Saber Links",,PG-13 - Teens 13 or older,6.56,6939.0,2331.0,99588.0,288.0
Ame to Kimi to,https://cdn.myanimelist.net/images/anime/1329/150512.jpg,TV,12,Finished Airing,Summer 2025,Summer,2025.0,Slice of Life,"Adult Cast, Pets",Lesprit,"TV Asahi, Kodansha, Shin-Ei Animation, KlockWorx, NBCUniversal Entertainment Japan, Crunchyroll, JR East Marketing & Communications, FuRyu, BS Asahi, INSPION Edge",Seinen,PG-13 - Teens 13 or older,7.54,1898.0,3489.0,49661.0,207.0
Wandance,https://cdn.myanimelist.net/images/anime/1104/151524.jpg,TV,Unknown,Currently Airing,Fall 2025,Fall,2025.0,Sports,"Performing Arts, School","Madhouse, Cyclone Graphics","TV Asahi, Kodansha, Asmik Ace, Sound Team Don Juan, Current",Seinen,PG-13 - Teens 13 or older,6.27,8759.0,4781.0,26237.0,69.0
Mattaku Saikin no Tantei to Kitara,https://cdn.myanimelist.net/images/anime/1323/149460.jpg,TV,12,Finished Airing,Summer 2025,Summer,2025.0,"Comedy, Mystery","Detective, Gag Humor",LIDENFILMS,"AT-X, Ultra Super Pictures, Glovision, BS11, Kadokawa, Culture Entertainment",Seinen,PG-13 - Teens 13 or older,7.33,2768.0,3812.0,42715.0,116.0
Uma Musume: Cinderella Gray,https://cdn.myanimelist.net/images/anime/1626/148097.jpg,TV,13,Finished Airing,Spring 2025,Spring,2025.0,"Drama, Sports","Anthropomorphic, Racing",CygamesPictures,"TBS, Universal Music Japan, Cygames, Bit grooove promotion, Happinet Media Marketing",Seinen,PG-13 - Teens 13 or older,8.56,118.0,2946.0,67915.0,855.0
Yasei no Last Boss ga Arawareta!,https://cdn.myanimelist.net/images/anime/1830/145051.jpg,TV,Unknown,Currently Airing,Fall 2025,Fall,2025.0,"Action, Adventure, Fantasy",Isekai,WAO World,"KlockWorx, Tohokushinsha Film Corporation, Earth Star Entertainment, NBCUniversal Entertainment Japan, Kansai TV, BS Asahi, Bushiroad Move, WOWMAX",,PG-13 - Teens 13 or older,7.41,2434.0,3405.0,51948.0,151.0
Kikaijikake no Marie,https://cdn.myanimelist.net/images/anime/1618/151138.jpg,TV,12,Currently Airing,Fall 2025,Fall,2025.0,"Comedy, Romance",,"Zero-G, Liber","Shogakukan-Shueisha Productions, Pony Canyon, Hakusensha, KlockWorx, BS Fuji, Amusement Media Academy, Yomiuri TV Enterprise, Production Ace, AMG Studio",Shoujo,PG-13 - Teens 13 or older,6.7,6062.0,4617.0,28487.0,54.0
Aharen-san wa Hakarenai Season 2,https://cdn.myanimelist.net/images/anime/1501/148355.jpg,TV,12,Finished Airing,Spring 2025,Spring,2025.0,"Comedy, Romance","Love Status Quo, School",Felix Film,bilibili,Shounen,PG-13 - Teens 13 or older,7.48,2123.0,2653.0,80742.0,285.0
Silent Witch: Chinmoku no Majo no Kakushigoto,https://cdn.myanimelist.net/images/anime/1669/149732.jpg,TV,13,Finished Airing,Summer 2025,Summer,2025.0,Fantasy,School,Studio Gokumi,"Aniplex, Movic, Half H.P Studio, Tokyo MX, BS11, Cygames, Kadokawa",,PG-13 - Teens 13 or older,8.13,513.0,1610.0,164185.0,1176.0
Shoushimin Series 2nd Season,https://cdn.myanimelist.net/images/anime/1224/148321.jpg,TV,12,Finished Airing,Spring 2025,Spring,2025.0,Mystery,School,Lapin Track,"TV Asahi, Movic, KlockWorx, Nagoya Broadcasting Network, AbemaTV, Bit grooove promotion, BS Asahi, TV Asahi Music, Anici, Tokyo Sogensha",,PG-13 - Teens 13 or older,8.05,628.0,3492.0,49511.0,313.0
Kizu darake Seijo yori Houfuku wo Komete,https://cdn.myanimelist.net/images/anime/1546/145782.jpg,TV,12,Finished Airing,Summer 2025,Summer,2025.0,"Fantasy, Romance",,"Imagica Infos, Imageworks Studio",add some,,PG-13 - Teens 13 or older,6.65,6417.0,5620.0,17624.0,75.0
Apocalypse Hotel,https://cdn.myanimelist.net/images/anime/1511/148642.jpg,TV,12,Finished Airing,Spring 2025,Spring,2025.0,"Comedy, Sci-Fi",,CygamesPictures,"Takeshobo, Nippon Television Network, Sammy, CyberAgent, dugout, arma bianca",,PG-13 - Teens 13 or older,8.01,682.0,3187.0,58161.0,364.0
Gorilla no Kami kara Kago sareta Reijou wa Ouritsu Kishidan de Kawaigarareru,https://cdn.myanimelist.net/images/anime/1714/148317.jpg,TV,12,Finished Airing,Spring 2025,Spring,2025.0,"Comedy, Fantasy, Romance",School,Kachigarasu,"Diomedéa, Lantis, AT-X, Docomo Anime Store, Kadokawa, Culture Entertainment, Bit grooove promotion, BS Asahi, Bandai Namco Music Live",,PG-13 - Teens 13 or older,6.52,7212.0,3159.0,59178.0,156.0
Kinnikuman: Kanpeki Choujin Shiso-hen Season 2,https://cdn.myanimelist.net/images/anime/1228/146704.jpg,TV,11,Finished Airing,Winter 2025,Winter,2025.0,"Comedy, Sports",Combat Sports,Production I.G,"Toei Animation, Pony Canyon, Shueisha, BS11, ADK Emotions",Shounen,PG-13 - Teens 13 or older,6.86,5218.0,10513.0,3418.0,5.0
City The Animation,https://cdn.myanimelist.net/images/anime/1829/145678.jpg,TV,13,Finished Airing,Summer 2025,Summer,2025.0,Comedy,Gag Humor,Kyoto Animation,"Pony Canyon, Kodansha, Rakuonsha, ABC Animation",Seinen,PG-13 - Teens 13 or older,8.1,546.0,2869.0,70985.0,476.0
Cardfight!! Vanguard: Divinez Deluxe-hen,https://cdn.myanimelist.net/images/anime/1022/146945.jpg,TV,13,Finished Airing,Winter 2025,Winter,2025.0,Action,Strategy Game,"Kinema Citrus, Gift-o’-Animation, Studio Jemi",Bushiroad,,PG-13 - Teens 13 or older,7.03,4415.0,11433.0,2623.0,6.0
Busu ni Hanataba wo.,https://cdn.myanimelist.net/images/anime/1672/148193.jpg,TV,13,Finished Airing,Summer 2025,Summer,2025.0,"Comedy, Romance",School,SILVER LINK.,"VAP, Marvelous Entertainment, Mainichi Broadcasting System, Tokyo MX, BS NTV",Seinen,PG-13 - Teens 13 or older,7.17,3642.0,4367.0,32175.0,146.0
Kakkou no Iinazuke Season 2,https://cdn.myanimelist.net/images/anime/1551/150517.jpg,TV,12,Finished Airing,Summer 2025,Summer,2025.0,"Comedy, Romance",Harem,Okuruto Noboru,"Kodansha, Crunchyroll, BS NTV, Kadokawa, Bit grooove promotion, Imagine",Shounen,PG-13 - Teens 13 or older,6.71,6047.0,3103.0,61526.0,269.0
Zutaboro Reijou wa Ane no Moto Konyakusha ni Dekiai sareru,https://cdn.myanimelist.net/images/anime/1518/149900.jpg,TV,12,Finished Airing,Summer 2025,Summer,2025.0,"Drama, Romance",,LandQ studios,"Studio Pierrot, Mainichi Broadcasting System, Futabasha, Bit grooove promotion, Heart Company, Starry Cube, NK Animation",Josei,PG-13 - Teens 13 or older,7.36,2641.0,3387.0,52257.0,216.0
"Yuusha Party wo Tsuihou sareta Shiromadoushi, S-Rank Boukensha ni Hirowareru: Kono Shiromadoushi ga Kikakugai Sugiru",https://cdn.myanimelist.net/images/anime/1072/149889.jpg,TV,12,Finished Airing,Summer 2025,Summer,2025.0,"Adventure, Fantasy",,Felix Film,"Lantis, BS Fuji, Docomo Anime Store, Futabasha, Yomiuri TV Enterprise, Jinnan Studio, RAY, Bandai Namco Music Live, Happinet Media Marketing",,PG-13 - Teens 13 or older,6.11,9631.0,2909.0,69319.0,129.0
"Katainaka no Ossan, Kensei ni Naru",https://cdn.myanimelist.net/images/anime/1069/148148.jpg,TV,12,Finished Airing,Spring 2025,Spring,2025.0,"Action, Adventure, Fantasy",,"Passione, Hayabusa Film","TV Asahi, Square Enix, Nippon Columbia, KlockWorx, NBCUniversal Entertainment Japan, JR East Marketing & Communications, Fujishouji, Drecom, BS Asahi, NK Animation",,PG-13 - Teens 13 or older,6.99,4580.0,1633.0,160378.0,560.0
"Haite Kudasai, Takamine-san",https://cdn.myanimelist.net/images/anime/1521/148809.jpg,TV,12,Finished Airing,Spring 2025,Spring,2025.0,"Comedy, Romance, Ecchi",School,LIDENFILMS,"Square Enix, Lantis, AT-X, Tohokushinsha Film Corporation, Tokyo MX, Docomo Anime Store, Kadokawa, Pia, Bandai Namco Music Live, DAXEL",Shounen,R+ - Mild Nudity,6.2,9127.0,2103.0,116676.0,890.0
Shinobanai! Crypto Ninja Sakuya: San no Maki,https://cdn.myanimelist.net/images/anime/1150/150974.jpg,TV,13,Finished Airing,Summer 2025,Summer,2025.0,Action,,Fanworks,add some,,G - All Ages,,15029.0,20123.0,335.0,0.0
Saigo ni Hitotsu dake Onegai shitemo Yoroshii deshou ka,https://cdn.myanimelist.net/images/anime/1190/151754.jpg,TV,13,Currently Airing,Fall 2025,Fall,2025.0,"Action, Comedy, Fantasy, Romance",Villainess,LIDENFILMS,"Aniplex, Movic, Tokyo MX, BS11, Crunchyroll, Bit grooove promotion, AlphaPolis",,PG-13 - Teens 13 or older,7.68,1417.0,2345.0,98783.0,432.0
Kaoru Hana wa Rin to Saku,https://cdn.myanimelist.net/images/anime/1744/150433.jpg,TV,13,Finished Airing,Summer 2025,Summer,2025.0,"Drama, Romance",School,CloverWorks,"Aniplex, Kodansha, Movic, Magic Capsule, Tokyo MX, BS11, Marui Group",,PG-13 - Teens 13 or older,8.67,77.0,793.0,338099.0,6179.0
"Fuguushoku ""Kanteishi"" ga Jitsu wa Saikyou Datta",https://cdn.myanimelist.net/images/anime/1683/146293.jpg,TV,12,Finished Airing,Winter 2025,Winter,2025.0,"Action, Adventure, Fantasy",,Okuruto Noboru,"Sotsu, Kodansha, Movic, Tokyo MX, BS11, Crunchyroll, Exa International, AQUA ARIS, Bit grooove promotion, Kotowari, West Japan Marketing Communications",,R - 17+ (violence & profanity),6.34,8299.0,2119.0,115258.0,306.0
Sousei no Aquarion: Myth of Emotions,https://cdn.myanimelist.net/images/anime/1665/146999.jpg,TV,12,Finished Airing,Winter 2025,Winter,2025.0,Sci-Fi,Mecha,Satelight,"DAX Production, flying DOG, TV Aichi, Crunchyroll, DMM.com, MAGNET, NetEase, Vobile Japan",,PG-13 - Teens 13 or older,5.39,12931.0,9171.0,5177.0,8.0
Tasokare Hotel,https://cdn.myanimelist.net/images/anime/1974/147269.jpg,TV,12,Finished Airing,Winter 2025,Winter,2025.0,"Fantasy, Mystery",,PRA,"Movic, flying DOG, Nikkatsu, Bushiroad, qooop, REMOW",,PG-13 - Teens 13 or older,7.2,3509.0,4347.0,32528.0,110.0
Sorairo Utility (TV),https://cdn.myanimelist.net/images/anime/1909/146787.jpg,TV,12,Finished Airing,Winter 2025,Winter,2025.0,Sports,CGDCT,Yostar Pictures,"Sotsu, Shochiku, Pony Canyon, Tokyo MX, JR East Marketing & Communications, Zenta Studio",,PG-13 - Teens 13 or older,7.12,3943.0,5263.0,20954.0,49.0
Mashin Souzouden Wataru,https://cdn.myanimelist.net/images/anime/1550/145123.jpg,TV,24,Finished Airing,Winter 2025,Winter,2025.0,"Adventure, Comedy, Sci-Fi",Mecha,Bandai Namco Pictures,"TV Tokyo, Bandai Namco Filmworks",,G - All Ages,6.24,8896.0,13029.0,1624.0,7.0
Egao no Taenai Shokuba desu.,https://cdn.myanimelist.net/images/anime/1617/151874.jpg,TV,13,Currently Airing,Fall 2025,Fall,2025.0,Comedy,"Adult Cast, CGDCT, Otaku Culture, Workplace",Voil,"Pony Canyon, AT-X, KlockWorx, Ai Addiction, Tokyo MX, Rakuten, arma bianca, BS Asahi, Happinet Media Marketing, Iwate Menkoi TV",,PG-13 - Teens 13 or older,6.83,5382.0,5707.0,16944.0,29.0
"Chichi wa Eiyuu, Haha wa Seirei, Musume no Watashi wa Tenseisha.",https://cdn.myanimelist.net/images/anime/1811/151799.jpg,TV,12,Currently Airing,Fall 2025,Fall,2025.0,Fantasy,"Isekai, Reincarnation",J.C.Staff,"VAP, Magic Capsule, Nippon Columbia, KlockWorx, bilibili, Kadokawa",,PG-13 - Teens 13 or older,6.86,5199.0,4236.0,34428.0,67.0
Okinawa de Suki ni Natta Ko ga Hougen Sugite Tsurasugiru,https://cdn.myanimelist.net/images/anime/1744/147363.jpg,TV,12,Finished Airing,Winter 2025,Winter,2025.0,"Comedy, Romance","Love Polygon, School",Millepensee,"Asmik Ace, Studio Mausu, King Records, BS11, Happinet Phantom Studios, Ashibi Company",,PG-13 - Teens 13 or older,7.1,4083.0,2975.0,66522.0,179.0
Tate no Yuusha no Nariagari Season 4,https://cdn.myanimelist.net/images/anime/1638/150592.jpg,TV,12,Finished Airing,Summer 2025,Summer,2025.0,"Action, Adventure, Drama, Fantasy",Isekai,Kinema Citrus,"Frontier Works, AT-X, Nippon Columbia, NTT Docomo, Glovision, Good Smile Company, Sammy, Crunchyroll, Kadokawa",,PG-13 - Teens 13 or older,6.91,4948.0,1685.0,153770.0,530.0
Miru: Watashi no Mirai,https://cdn.myanimelist.net/images/anime/1472/148029.jpg,TV,5,Finished Airing,Spring 2025,Spring,2025.0,Sci-Fi,,"Studio Hibari, Shirogumi, Larx Entertainment, TriF Studio, Scooter Films, Reirs, LinQ","Half H.P Studio, Ai Addiction, RightTracks, Yanmar Holdings",,PG-13 - Teens 13 or older,5.3,13191.0,9321.0,4930.0,8.0
Nukitashi the Animation,https://cdn.myanimelist.net/images/anime/1587/149982.jpg,TV,11,Finished Airing,Summer 2025,Summer,2025.0,"Comedy, Erotica",School,Passione,"AT-X, Kadokawa, Hayabusa Film, Yostar, WWWave, Qruppo",,R+ - Mild Nudity,7.04,,3585.0,47443.0,286.0
Hana-Doll*: Reinterpretation of Flowering,https://cdn.myanimelist.net/images/anime/1410/150097.jpg,TV,12,Finished Airing,Spring 2025,Spring,2025.0,"Mystery, Sci-Fi","Adult Cast, Idols (Male), Music",A-Real,add some,,PG-13 - Teens 13 or older,5.73,11654.0,9865.0,4168.0,25.0
NEET Kunoichi to Nazeka Dousei Hajimemashita,https://cdn.myanimelist.net/images/anime/1748/148595.jpg,TV,24,Finished Airing,Winter 2025,Winter,2025.0,"Comedy, Romance, Supernatural",,Quad,"Asmik Ace, King Records",,PG-13 - Teens 13 or older,6.12,9603.0,3419.0,51570.0,144.0
Class no Daikirai na Joshi to Kekkon suru Koto ni Natta.,https://cdn.myanimelist.net/images/anime/1775/147330.jpg,TV,12,Finished Airing,Winter 2025,Winter,2025.0,"Comedy, Romance",,"Studio Gokumi, AXsiZ","Aniplex, Movic, Magic Capsule, Tokyo MX, BS11, Egg Firm, Kadokawa",,PG-13 - Teens 13 or older,6.76,5749.0,1729.0,148359.0,804.0
Shiunji-ke no Kodomotachi,https://cdn.myanimelist.net/images/anime/1955/148360.jpg,TV,12,Finished Airing,Spring 2025,Spring,2025.0,"Comedy, Romance",Harem,Doga Kobo,"Lantis, Hakusensha, AT-X, Magic Capsule, Tokyo MX, Kansai TV, BS11, Kadokawa, Bandai Namco Music Live",Seinen,PG-13 - Teens 13 or older,7.07,4195.0,2256.0,104423.0,401.0
Tensei Akujo no Kuro Rekishi,https://cdn.myanimelist.net/images/anime/1347/150603.jpg,TV,12,Currently Airing,Fall 2025,Fall,2025.0,"Comedy, Romance","Isekai, Villainess",Studio Deen,"TV Tokyo, Marvelous Entertainment, Hakusensha, Half H.P Studio, KlockWorx, 81 Produce, BS11, FuRyu, Hike, Anici",Shoujo,PG-13 - Teens 13 or older,6.65,6464.0,4933.0,24496.0,58.0
Utagoe wa Mille-Feuille,https://cdn.myanimelist.net/images/anime/1866/150935.jpg,TV,10,Finished Airing,Summer 2025,Summer,2025.0,Slice of Life,"Music, School",Jumondou,"Pony Canyon, BS Fuji, Tokyo MX, arma bianca",,PG-13 - Teens 13 or older,6.56,6935.0,8367.0,6512.0,17.0
Nyaight of the Living Cat,https://cdn.myanimelist.net/images/anime/1411/150445.jpg,TV,12,Finished Airing,Summer 2025,Summer,2025.0,"Action, Horror, Suspense",Survival,OLM,"Sony Pictures Entertainment, MediaNet, Animax, Slow Curve, Warner Music Japan, 81 Produce, CyberAgent, Mag Garden, Crunchyroll",Shounen,PG-13 - Teens 13 or older,6.34,8257.0,4571.0,29156.0,95.0
Übel Blatt,https://cdn.myanimelist.net/images/anime/1647/146961.jpg,TV,12,Finished Airing,Winter 2025,Winter,2025.0,"Action, Adventure, Fantasy",,"Satelight, Staple Entertainment","Square Enix, Pony Canyon, DAX Production, Good Smile Company, Kansai TV, BS NTV, MAGNET, Anici",Seinen,R - 17+ (violence & profanity),6.31,8488.0,3009.0,64863.0,164.0
"Douse, Koishite Shimaunda.",https://cdn.myanimelist.net/images/anime/1021/146952.jpg,TV,12,Finished Airing,Winter 2025,Winter,2025.0,"Drama, Romance","Reverse Harem, School",Typhoon Graphics,"TBS, Kodansha, Universal Music Japan, BS11, Crunchyroll, Nichion, arma bianca, Pia, Happinet Media Marketing",Shoujo,PG-13 - Teens 13 or older,6.1,9722.0,4117.0,36354.0,119.0
Babanbabanban Vampire,https://cdn.myanimelist.net/images/anime/1221/146649.jpg,TV,12,Finished Airing,Winter 2025,Winter,2025.0,"Boys Love, Comedy, Supernatural",Vampire,Gaina,"TV Asahi, Shochiku, Movic, Akita Shoten, JR East Marketing & Communications, Lawson Entertainment, Bit grooove promotion, BS Asahi, TV Asahi Music, LY Corporation",Shounen,PG-13 - Teens 13 or older,6.57,6863.0,5428.0,19307.0,77.0
